date,mdnghtstor
2010-10-01,3680.0
2010-10-02,3490.0
2010-10-03,3550.0
2010-10-04,3570.0
2010-10-05,3460.0
2010-10-06,3460.0
2010-10-07,3540.0
2010-10-08,3640.0
2010-10-09,3610.0
2010-10-10,3670.0
2010-10-11,3570.0
2010-10-12,3600.0
2010-10-13,3500.0
2010-10-14,3530.0
2010-10-15,3790.0
2010-10-16,4130.0
2010-10-17,4160.0
2010-10-18,4140.0
2010-10-19,4150.0
2010-10-20,4130.0
2010-10-21,4130.0
2010-10-22,4150.0
2010-10-23,4160.0
2010-10-24,4140.0
2010-10-25,4150.0
2010-10-26,4040.0
2010-10-27,4160.0
2010-10-28,4110.0
2010-10-29,4130.0
2010-10-30,4150.0
2010-10-31,4160.0
2010-11-01,4150.0
2010-11-02,4170.0
2010-11-03,4120.0
2010-11-04,4120.0
2010-11-05,4120.0
2010-11-06,4160.0
2010-11-07,4140.0
2010-11-08,4170.0
2010-11-09,4140.0
2010-11-10,4110.0
2010-11-11,4130.0
2010-11-12,4160.0
2010-11-13,4100.0
2010-11-14,4180.0
2010-11-15,4110.0
2010-11-16,4140.0
2010-11-17,4060.0
2010-11-18,4150.0
2010-11-19,4160.0
2010-11-20,4130.0
2010-11-21,4170.0
2010-11-22,4150.0
2010-11-23,4060.0
2010-11-24,4110.0
2010-11-25,4110.0
2010-11-26,4120.0
2010-11-27,4170.0
2010-11-28,4150.0
2010-11-29,4100.0
2010-11-30,4180.0
2010-12-01,4140.0
2010-12-02,3930.0
2010-12-03,3970.0
2010-12-04,3500.0
2010-12-05,3490.0
2010-12-06,3470.0
2010-12-07,3720.0
2010-12-08,3660.0
2010-12-09,3780.0
2010-12-10,3630.0
2010-12-11,3550.0
2010-12-12,3690.0
2010-12-13,3550.0
2010-12-14,3580.0
2010-12-15,3530.0
2010-12-16,3490.0
2010-12-17,3590.0
2010-12-18,3960.0
2010-12-19,3670.0
2010-12-20,3600.0
2010-12-21,3500.0
2010-12-22,3470.0
2010-12-23,3500.0
2010-12-24,3490.0
2010-12-25,3490.0
2010-12-26,3540.0
2010-12-27,3550.0
2010-12-28,3740.0
2010-12-29,4020.0
2010-12-30,3550.0
2010-12-31,3780.0
2011-01-01,3460.0
2011-01-02,3880.0
2011-01-03,3610.0
2011-01-04,3590.0
2011-01-05,3520.0
2011-01-06,3560.0
2011-01-07,3520.0
2011-01-08,3530.0
2011-01-09,3540.0
2011-01-10,3530.0
2011-01-11,3640.0
2011-01-12,3560.0
2011-01-13,3570.0
2011-01-14,3660.0
2011-01-15,3650.0
2011-01-16,3620.0
2011-01-17,3610.0
2011-01-18,3590.0
2011-01-19,3620.0
2011-01-20,3560.0
2011-01-21,3590.0
2011-01-22,3620.0
2011-01-23,3630.0
2011-01-24,3670.0
2011-01-25,3590.0
2011-01-26,3600.0
2011-01-27,3460.0
2011-01-28,3790.0
2011-01-29,3570.0
2011-01-30,3630.0
2011-01-31,3840.0
2011-02-01,3660.0
2011-02-02,3580.0
2011-02-03,3730.0
2011-02-04,3730.0
2011-02-05,3870.0
2011-02-06,3620.0
2011-02-07,3530.0
2011-02-08,3540.0
2011-02-09,3730.0
2011-02-10,3870.0
2011-02-11,3670.0
2011-02-12,3540.0
2011-02-13,3550.0
2011-02-14,3530.0
2011-02-15,3520.0
2011-02-16,3700.0
2011-02-17,3760.0
2011-02-18,3560.0
2011-02-19,3670.0
2011-02-20,3660.0
2011-02-21,3760.0
2011-02-22,3780.0
2011-02-23,3770.0
2011-02-24,3590.0
2011-02-25,3590.0
2011-02-26,3700.0
2011-02-27,3850.0
2011-02-28,3960.0
2011-03-01,3460.0
2011-03-02,3480.0
2011-03-03,3460.0
2011-03-04,3680.0
2011-03-05,3600.0
2011-03-06,3480.0
2011-03-07,3670.0
2011-03-08,3740.0
2011-03-09,3900.0
2011-03-10,3760.0
2011-03-11,4030.0
2011-03-12,3990.0
2011-03-13,3820.0
2011-03-14,3680.0
2011-03-15,3530.0
2011-03-16,3540.0
2011-03-17,3530.0
2011-03-18,3750.0
2011-03-19,3630.0
2011-03-20,3670.0
2011-03-21,3480.0
2011-03-22,3690.0
2011-03-23,3660.0
2011-03-24,3510.0
2011-03-25,3610.0
2011-03-26,3570.0
2011-03-27,3550.0
2011-03-28,4090.0
2011-03-29,4130.0
2011-03-30,3510.0
2011-03-31,3580.0
2011-04-01,3840.0
2011-04-02,3700.0
2011-04-03,3820.0
2011-04-04,4140.0
2011-04-05,4030.0
2011-04-06,3820.0
2011-04-07,3710.0
2011-04-08,3710.0
2011-04-09,3890.0
2011-04-10,3950.0
2011-04-11,3910.0
2011-04-12,3670.0
2011-04-13,3730.0
2011-04-14,4060.0
2011-04-15,3770.0
2011-04-16,3940.0
2011-04-17,4130.0
2011-04-18,3650.0
2011-04-19,4010.0
2011-04-20,3650.0
2011-04-21,3990.0
2011-04-22,4010.0
2011-04-23,3990.0
2011-04-24,4010.0
2011-04-25,3970.0
2011-04-26,3980.0
2011-04-27,3980.0
2011-04-28,3980.0
2011-04-29,3490.0
2011-04-30,3970.0
2011-05-01,3800.0
2011-05-02,4020.0
2011-05-03,3970.0
2011-05-04,3660.0
2011-05-05,3670.0
2011-05-06,3660.0
2011-05-07,3660.0
2011-05-08,3660.0
2011-05-09,3660.0
2011-05-10,3670.0
2011-05-11,3680.0
2011-05-12,3680.0
2011-05-13,3680.0
2011-05-14,3680.0
2011-05-15,3660.0
2011-05-16,3680.0
2011-05-17,3660.0
2011-05-18,3680.0
2011-05-19,3670.0
2011-05-20,3680.0
2011-05-21,3680.0
2011-05-22,3670.0
2011-05-23,3670.0
2011-05-24,3660.0
2011-05-25,3660.0
2011-05-26,3670.0
2011-05-27,3680.0
2011-05-28,3670.0
2011-05-29,3660.0
2011-05-30,3660.0
2011-05-31,3680.0
2011-06-01,3840.0
2011-06-02,3830.0
2011-06-03,3810.0
2011-06-04,3840.0
2011-06-05,3840.0
2011-06-06,3670.0
2011-06-07,3680.0
2011-06-08,3660.0
2011-06-09,3660.0
2011-06-10,3670.0
2011-06-11,3530.0
2011-06-12,3540.0
2011-06-13,3530.0
2011-06-14,3520.0
2011-06-15,3540.0
2011-06-16,3540.0
2011-06-17,3510.0
2011-06-18,3530.0
2011-06-19,3530.0
2011-06-20,3530.0
2011-06-21,3550.0
2011-06-22,3520.0
2011-06-23,3520.0
2011-06-24,3530.0
2011-06-25,3530.0
2011-06-26,3530.0
2011-06-27,3520.0
2011-06-28,3520.0
2011-06-29,3510.0
2011-06-30,3530.0
2011-07-01,3680.0
2011-07-02,3690.0
2011-07-03,3520.0
2011-07-04,3540.0
2011-07-05,3510.0
2011-07-06,3520.0
2011-07-07,3540.0
2011-07-08,3530.0
2011-07-09,3520.0
2011-07-10,3520.0
2011-07-11,3510.0
2011-07-12,3510.0
2011-07-13,3660.0
2011-07-14,3820.0
2011-07-15,3820.0
2011-07-16,3790.0
2011-07-17,3800.0
2011-07-18,3570.0
2011-07-19,3620.0
2011-07-20,3590.0
2011-07-21,3500.0
2011-07-22,3810.0
2011-07-23,4000.0
2011-07-24,4120.0
2011-07-25,4120.0
2011-07-26,4150.0
2011-07-27,4130.0
2011-07-28,3990.0
2011-07-29,3730.0
2011-07-30,3800.0
2011-07-31,4160.0
2011-08-01,4120.0
2011-08-02,3940.0
2011-08-03,3710.0
2011-08-04,3700.0
2011-08-05,3940.0
2011-08-06,3600.0
2011-08-07,3700.0
2011-08-08,3710.0
2011-08-09,3600.0
2011-08-10,3600.0
2011-08-11,3580.0
2011-08-12,3750.0
2011-08-13,3520.0
2011-08-14,3690.0
2011-08-15,3510.0
2011-08-16,3680.0
2011-08-17,3890.0
2011-08-18,3800.0
2011-08-19,3640.0
2011-08-20,3500.0
2011-08-21,3830.0
2011-08-22,3490.0
2011-08-23,3600.0
2011-08-24,3560.0
2011-08-25,3610.0
2011-08-26,3980.0
2011-08-27,3460.0
2011-08-28,3970.0
2011-08-29,3500.0
2011-08-30,3590.0
2011-08-31,3650.0
2011-09-01,3750.0
2011-09-02,3650.0
2011-09-03,3770.0
2011-09-04,3780.0
2011-09-05,3650.0
2011-09-06,3700.0
2011-09-07,3800.0
2011-09-08,3990.0
2011-09-09,3880.0
2011-09-10,3610.0
2011-09-11,3920.0
2011-09-12,3760.0
2011-09-13,3580.0
2011-09-14,3670.0
2011-09-15,3840.0
2011-09-16,3610.0
2011-09-17,3630.0
2011-09-18,3560.0
2011-09-19,3590.0
2011-09-20,3590.0
2011-09-21,3530.0
2011-09-22,3550.0
2011-09-23,3590.0
2011-09-24,3590.0
2011-09-25,3490.0
2011-09-26,3640.0
2011-09-27,3470.0
2011-09-28,3660.0
2011-09-29,3510.0
2011-09-30,3750.0
